Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
d6-wurfelset-transparent-purple,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/products/D6-Set-6-Transparent-Purple-1.jpg?v=1705512252,2,"",,,,,,,,,,,,,,,,,,,,
d6-wurfelset-transparent-purple,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/products/D6-Set-6-Transparent-Purple-2.jpg?v=1705512252,3,"",,,,,,,,,,,,,,,,,,,,
d6-wurfelset-galaxy-harlekin,D6 Würfelset Galaxy: Harlekin,"<meta charset=""utf-8"">
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Farbe:</strong> Blau, Rot, Gelb, Grün<br data-mce-fragment=""1""></p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Augenfarbe:</strong><span data-mce-fragment=""1""> Gold<br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1""><strong>﻿Maße: </strong>﻿16mm<br></span></p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Lieferumfang:</strong><span data-mce-fragment=""1""> </span>6 Würfel</p>
<p data-mce-fragment=""1""><strong>Hinweis:</strong> ﻿Farbverläufe können variieren!</p>",dice4friends,Toys & Games > Games > Dice Sets & Games,Würfel,"6 seitiger würfel, augenwuerfel, brettspiel, Brettspiele, d&d, D6 Augenwürfel, d6 Würfel, d6 Würfelset, d6-16mm-augen-set, das schwarze auge, das schwarze auge brettspiel, dice, dnd würfel, dnd würfel set, dnd würfelset, DSA, dungeons & dragons, dungeons & dragons einsteigerset, dungeons and dragons, dungeons und dragons, fantasy rollenspiel, Kniffel, Legespiel, Mensch Ärger Dich Nicht, mittelalter rollenspiel, pen & paper würfel, rollenspiel, rollenspiel brettspiel, rollenspiele games, rpg spiele, rpg würfel, spielwürfel, Vier Gewinnt, warhammer40k, Würfel, würfel d&d, würfel kaufen, würfelset, würfelset d&d, würfelset rollenspiele, würfelset warhammer, Zehntausend",false,Title,Default Title,,,,,,,,DIC70727,0.0,shopify,3,deny,manual,4.95,,true,true,'0824228707271,https://cdn.shopify.com/s/files/1/0659/7699/1958/products/D6-Set-6-Galaxy-Harlekin-3.jpg?v=1705511501,1,"",false,,"Die Würfel werden in einer hochwertigen und robusten Qualität hergestellt und zeichnen sich durch klare Kanten, einer farblich abgestimmten Zifferndarstellung und einer langlebigen, hervorragenden Bespielbarkeit aus.",,,,,,,,,,,,,,kg,,,draft
d6-wurfelset-galaxy-harlekin,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/products/D6-Set-6-Galaxy-Harlekin-2.jpg?v=1705511501,2,"",,,,,,,,,,,,,,,,,,,,
d6-wurfelset-galaxy-harlekin,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/products/D6-Set-6-Galaxy-Harlekin-1.jpg?v=1705511501,3,"",,,,,,,,,,,,,,,,,,,,
d6-wurfelset-galaxy-glow-in-the-dark,D6 Würfelset: Glow in the dark,"<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Farbe:</strong> gelblich Weiß<br data-mce-fragment=""1""></p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Augenfarbe:</strong><span data-mce-fragment=""1""> Schwarz<br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1""><strong>Maße: </strong>16mm<br></span></p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Lieferumfang:</strong><span data-mce-fragment=""1""> </span>6 Würfel</p>",dice4friends,Toys & Games > Games > Dice Sets & Games,Würfel,"6 seitiger würfel, augenwuerfel, brettspiel, Brettspiele, d&d, D6 Augenwürfel, d6 Würfel, d6 Würfelset, d6-16mm-augen-set, das schwarze auge, das schwarze auge brettspiel, dice, dnd würfel, dnd würfel set, dnd würfelset, DSA, dungeons & dragons, dungeons & dragons einsteigerset, dungeons and dragons, dungeons und dragons, fantasy rollenspiel, Kniffel, Legespiel, Mensch Ärger Dich Nicht, mittelalter rollenspiel, pen & paper würfel, rollenspiel, rollenspiel brettspiel, rollenspiele games, rpg spiele, rpg würfel, spielwürfel, Vier Gewinnt, warhammer40k, Würfel, würfel d&d, würfel kaufen, würfelset, würfelset d&d, würfelset rollenspiele, würfelset warhammer, Zehntausend",true,Title,Default Title,,,,,,,,DIC70726,0.0,shopify,5,deny,manual,4.95,,true,true,'0824228707264,https://cdn.shopify.com/s/files/1/0659/7699/1958/products/D6-Set-6-Glow_in_the_dark-3.jpg?v=1705511190,1,"",false,,"Die Würfel werden in einer hochwertigen und robusten Qualität hergestellt und zeichnen sich durch klare Kanten, einer farblich abgestimmten Zifferndarstellung und einer langlebigen, hervorragenden Bespielbarkeit aus.",,,,,,,,,,,,,,kg,,,active
d6-wurfelset-galaxy-glow-in-the-dark,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/products/D6-Set-6-Glow_in_the_dark-1.jpg?v=1705511190,2,"",,,,,,,,,,,,,,,,,,,,
d6-wurfelset-galaxy-glow-in-the-dark,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/products/D6-Set-6-Glow_in_the_dark-2.jpg?v=1705511190,3,"",,,,,,,,,,,,,,,,,,,,
d6-wurfelset-galaxy-glow-in-the-dark,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/products/D6-Set-6-Glow_in_the_dark-4.jpg?v=1705511190,4,"",,,,,,,,,,,,,,,,,,,,
d6-wurfelset-galaxy-purple-borealis,D6 Würfelset Galaxy: Purple Borealis,"<meta charset=""utf-8"">
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Farbe: </strong>Lila mit Borealis Effekt<br data-mce-fragment=""1""></p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Augenfarbe:</strong><span data-mce-fragment=""1""> Weiß<br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1""><strong>﻿Maße: </strong>﻿16mm<br></span></p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Lieferumfang:</strong><span data-mce-fragment=""1""> </span>6 Würfel</p>
<p data-mce-fragment=""1""><strong>Hinweis:</strong> ﻿Farbverläufe können variieren!</p>",dice4friends,Toys & Games > Games > Dice Sets & Games,Würfel,"6 seitiger würfel, augenwuerfel, brettspiel, Brettspiele, d&d, D6 Augenwürfel, d6 Würfel, d6 Würfelset, d6-16mm-augen-set, das schwarze auge, das schwarze auge brettspiel, dice, dnd würfel, dnd würfel set, dnd würfelset, DSA, dungeons & dragons, dungeons & dragons einsteigerset, dungeons and dragons, dungeons und dragons, fantasy rollenspiel, Kniffel, Legespiel, Mensch Ärger Dich Nicht, mittelalter rollenspiel, pen & paper würfel, rollenspiel, rollenspiel brettspiel, rollenspiele games, rpg spiele, rpg würfel, spielwürfel, Vier Gewinnt, warhammer40k, Würfel, würfel d&d, würfel kaufen, würfelset, würfelset d&d, würfelset rollenspiele, würfelset warhammer, Zehntausend",true,Title,Default Title,,,,,,,,DIC37385,0.0,shopify,20,deny,manual,4.45,,true,true,'0092742373856,https://cdn.shopify.com/s/files/1/0659/7699/1958/products/D6-Set-6-Galaxy-Powder-Purple-3.jpg?v=1705511518,1,"",false,,"Die Würfel werden in einer hochwertigen und robusten Qualität hergestellt und zeichnen sich durch klare Kanten, einer farblich abgestimmten Zifferndarstellung und einer langlebigen, hervorragenden Bespielbarkeit aus.",,,,,,,,,,,,,,kg,,,active
d6-wurfelset-galaxy-purple-borealis,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/products/D6-Set-6-Galaxy-Powder-Purple1.jpg?v=1705511518,2,"",,,,,,,,,,,,,,,,,,,,
d6-wurfelset-galaxy-purple-borealis,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/products/D6-Set-6-Galaxy-Powder-Purple-2.jpg?v=1705511518,3,"",,,,,,,,,,,,,,,,,,,,
d6-wurfelset-pink-panda,D6 Würfelset Pink Panda,"<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Farbe: </strong>Rosa-Schwarz<br data-mce-fragment=""1""></p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Augenfarbe:</strong><span data-mce-fragment=""1""> Gold<br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1""><strong>Maße: </strong>16mm<br></span></p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Lieferumfang:</strong><span data-mce-fragment=""1""> </span>6 Würfel</p>
<p data-mce-fragment=""1""><strong>Hinweis:</strong> Farbverläufe können variieren!</p>",dice4friends,Toys & Games > Games > Dice Sets & Games,Würfel,"6 seitiger würfel, augenwuerfel, brettspiel, Brettspiele, d&d, D6 Augenwürfel, d6 Würfel, d6 Würfelset, d6-16mm-augen-set, das schwarze auge, das schwarze auge brettspiel, dice, dnd würfel, dnd würfel set, dnd würfelset, DSA, dungeons & dragons, dungeons & dragons einsteigerset, dungeons and dragons, dungeons und dragons, fantasy rollenspiel, Kniffel, Legespiel, Mensch Ärger Dich Nicht, mittelalter rollenspiel, pen & paper würfel, rollenspiel, rollenspiel brettspiel, rollenspiele games, rpg spiele, rpg würfel, spielwürfel, Vier Gewinnt, warhammer40k, Würfel, würfel d&d, würfel kaufen, würfelset, würfelset d&d, würfelset rollenspiele, würfelset warhammer, Zehntausend",true,Title,Default Title,,,,,,,,DIC37380,0.0,shopify,3,deny,manual,4.45,,true,true,'0092742373801,https://cdn.shopify.com/s/files/1/0659/7699/1958/products/D6-Set-6-Pink-Panda-3.jpg?v=1705511843,1,"",false,,"Die Würfel werden in einer hochwertigen und robusten Qualität hergestellt und zeichnen sich durch klare Kanten, einer farblich abgestimmten Zifferndarstellung und einer langlebigen, hervorragenden Bespielbarkeit aus.",,,,,,,,,,,,,,kg,,,active
d6-wurfelset-pink-panda,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/products/D6-Set-6-Pink-Panda-1.jpg?v=1705511843,2,"",,,,,,,,,,,,,,,,,,,,
d6-wurfelset-pink-panda,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/products/D6-Set-6-Pink-Panda-2.jpg?v=1705511840,3,"",,,,,,,,,,,,,,,,,,,,
d6-wurfelset-rusty-blue,D6 Würfelset Rusty Blue,"<meta charset=""utf-8"">
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Farbe:</strong> Rot-Blau<br data-mce-fragment=""1""></p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Augenfarbe:</strong><span data-mce-fragment=""1""> Weiß<br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1""><strong>﻿Maße: </strong>﻿16mm<br></span></p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Lieferumfang:</strong><span data-mce-fragment=""1""> </span>6 Würfel</p>
<p data-mce-fragment=""1""><strong>Hinweis:</strong> ﻿Farbverläufe können variieren!</p>",dice4friends,Toys & Games > Games > Dice Sets & Games,Würfel,"6 seitiger würfel, augenwuerfel, brettspiel, Brettspiele, d&d, D6 Augenwürfel, d6 Würfel, d6 Würfelset, d6-16mm-augen-set, das schwarze auge, das schwarze auge brettspiel, dice, dnd würfel, dnd würfel set, dnd würfelset, DSA, dungeons & dragons, dungeons & dragons einsteigerset, dungeons and dragons, dungeons und dragons, fantasy rollenspiel, Kniffel, Legespiel, Mensch Ärger Dich Nicht, mittelalter rollenspiel, pen & paper würfel, rollenspiel, rollenspiel brettspiel, rollenspiele games, rpg spiele, rpg würfel, spielwürfel, Vier Gewinnt, warhammer40k, Würfel, würfel d&d, würfel kaufen, würfelset, würfelset d&d, würfelset rollenspiele, würfelset warhammer, Zehntausend",true,Title,Default Title,,,,,,,,DIC37379,0.0,shopify,1,deny,manual,4.45,,true,true,'0092742373795,https://cdn.shopify.com/s/files/1/0659/7699/1958/products/D6-Set-6-Rusty-Blue-3.jpg?v=1705511922,1,"",false,,"Die Würfel werden in einer hochwertigen und robusten Qualität hergestellt und zeichnen sich durch klare Kanten, einer farblich abgestimmten Zifferndarstellung und einer langlebigen, hervorragenden Bespielbarkeit aus.",,,,,,,,,,,,,,kg,,,active
d6-wurfelset-rusty-blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/products/D6-Set-6-Rusty-Blue-1.jpg?v=1705511922,2,"",,,,,,,,,,,,,,,,,,,,
d6-wurfelset-rusty-blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/products/D6-Set-6-Rusty-Blue-2.jpg?v=1705511922,3,"",,,,,,,,,,,,,,,,,,,,
d6-wurfelset-racing-red-black,D6 Würfelset Racing: Red/Black,"<meta charset=""utf-8"">
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Farbe: </strong>Rot-Schwarz<br data-mce-fragment=""1""></p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Augenfarbe:</strong><span data-mce-fragment=""1""> Weiß<br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1""><strong>﻿Maße: </strong>﻿16mm<br></span></p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Lieferumfang:</strong><span data-mce-fragment=""1""> </span>6 Würfel</p>
<p data-mce-fragment=""1""><strong>Hinweis:</strong> ﻿Farbverläufe können variieren!</p>",dice4friends,Toys & Games > Games > Dice Sets & Games,Würfel,"6 seitiger würfel, augenwuerfel, brettspiel, Brettspiele, d&d, D6 Augenwürfel, d6 Würfel, d6 Würfelset, d6-16mm-augen-set, das schwarze auge, das schwarze auge brettspiel, dice, dnd würfel, dnd würfel set, dnd würfelset, DSA, dungeons & dragons, dungeons & dragons einsteigerset, dungeons and dragons, dungeons und dragons, fantasy rollenspiel, Kniffel, Legespiel, Mensch Ärger Dich Nicht, mittelalter rollenspiel, pen & paper würfel, rollenspiel, rollenspiel brettspiel, rollenspiele games, rpg spiele, rpg würfel, spielwürfel, Vier Gewinnt, warhammer40k, Würfel, würfel d&d, würfel kaufen, würfelset, würfelset d&d, würfelset rollenspiele, würfelset warhammer, Zehntausend",true,Title,Default Title,,,,,,,,DIC37378,0.0,shopify,13,deny,manual,4.45,,true,true,'0092742373788,https://cdn.shopify.com/s/files/1/0659/7699/1958/products/D6-Set-6-Racing-Red-Black-3.jpg?v=1705511894,1,"",false,,"Die Würfel werden in einer hochwertigen und robusten Qualität hergestellt und zeichnen sich durch klare Kanten, einer farblich abgestimmten Zifferndarstellung und einer langlebigen, hervorragenden Bespielbarkeit aus.",,,,,,,,,,,,,,kg,,,active
d6-wurfelset-racing-red-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/products/D6-Set-6-Racing-Red-Black-1.jpg?v=1705511894,2,"",,,,,,,,,,,,,,,,,,,,
d6-wurfelset-racing-red-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/products/D6-Set-6-Racing-Red-Black-2.jpg?v=1705511894,3,"",,,,,,,,,,,,,,,,,,,,
d6-wurfelset-pearl-toffee,D6 Würfelset Pearl: Toffee,"<meta charset=""utf-8"">
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Farbe: </strong>Karamell</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Augenfarbe:</strong><span data-mce-fragment=""1""> Weiß<br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1""><strong>﻿Maße: </strong>﻿16mm<br></span></p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Lieferumfang:</strong><span data-mce-fragment=""1""> </span>6 Würfel</p>
<p data-mce-fragment=""1""><strong>Hinweis:</strong> ﻿Farbverläufe können variieren!</p>",dice4friends,Toys & Games > Games > Dice Sets & Games,Würfel,"6 seitiger würfel, augenwuerfel, brettspiel, Brettspiele, d&d, D6 Augenwürfel, d6 Würfel, d6 Würfelset, d6-16mm-augen-set, das schwarze auge, das schwarze auge brettspiel, dice, dnd würfel, dnd würfel set, dnd würfelset, DSA, dungeons & dragons, dungeons & dragons einsteigerset, dungeons and dragons, dungeons und dragons, fantasy rollenspiel, Kniffel, Legespiel, Mensch Ärger Dich Nicht, mittelalter rollenspiel, pen & paper würfel, rollenspiel, rollenspiel brettspiel, rollenspiele games, rpg spiele, rpg würfel, spielwürfel, Vier Gewinnt, warhammer40k, Würfel, würfel d&d, würfel kaufen, würfelset, würfelset d&d, würfelset rollenspiele, würfelset warhammer, Zehntausend",true,Title,Default Title,,,,,,,,DIC37377,0.0,shopify,4,deny,manual,3.95,,true,true,'0092742373771,https://cdn.shopify.com/s/files/1/0659/7699/1958/products/D6-Set-6-Pearl-Toffee-3.jpg?v=1705511758,1,"",false,,"Die Würfel werden in einer hochwertigen und robusten Qualität hergestellt und zeichnen sich durch klare Kanten, einer farblich abgestimmten Zifferndarstellung und einer langlebigen, hervorragenden Bespielbarkeit aus.",,,,,,,,,,,,,,kg,,,active
d6-wurfelset-pearl-toffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/products/D6-Set-6-Pearl-Toffee-1.jpg?v=1705511758,2,"",,,,,,,,,,,,,,,,,,,,
d6-wurfelset-pearl-toffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/products/D6-Set-6-Pearl-Toffee-2.jpg?v=1705511758,3,"",,,,,,,,,,,,,,,,,,,,
d6-wurfelset-pearl-green,D6 Würfelset Pearl: Green,"<meta charset=""utf-8"">
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Farbe:</strong> Grün<br data-mce-fragment=""1""></p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Augenfarbe: </strong>Weiß<span data-mce-fragment=""1""><br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1""><strong>﻿Maße: </strong>﻿16mm<br></span></p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Lieferumfang:</strong><span data-mce-fragment=""1""> </span>6 Würfel</p>
<p data-mce-fragment=""1""><strong>Hinweis:</strong> ﻿Farbverläufe können variieren!</p>",dice4friends,Toys & Games > Games > Dice Sets & Games,Würfel,"6 seitiger würfel, augenwuerfel, brettspiel, Brettspiele, d&d, D6 Augenwürfel, d6 Würfel, d6 Würfelset, d6-16mm-augen-set, das schwarze auge, das schwarze auge brettspiel, dice, dnd würfel, dnd würfel set, dnd würfelset, DSA, dungeons & dragons, dungeons & dragons einsteigerset, dungeons and dragons, dungeons und dragons, fantasy rollenspiel, Kniffel, Legespiel, Mensch Ärger Dich Nicht, mittelalter rollenspiel, pen & paper würfel, rollenspiel, rollenspiel brettspiel, rollenspiele games, rpg spiele, rpg würfel, spielwürfel, Vier Gewinnt, warhammer40k, Würfel, würfel d&d, würfel kaufen, würfelset, würfelset d&d, würfelset rollenspiele, würfelset warhammer, Zehntausend",true,Title,Default Title,,,,,,,,DIC37376,0.0,shopify,2,deny,manual,3.95,,true,true,'0092742373764,https://cdn.shopify.com/s/files/1/0659/7699/1958/products/D6-Set-6-Pearl-Green-3.jpg?v=1702481618,1,"",false,,"Die Würfel werden in einer hochwertigen und robusten Qualität hergestellt und zeichnen sich durch klare Kanten, einer farblich abgestimmten Zifferndarstellung und einer langlebigen, hervorragenden Bespielbarkeit aus.",,,,,,,,,,,,,,kg,,,active
d6-wurfelset-pearl-green,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/products/D6-Set-6-Pearl-Green-1.jpg?v=1702481618,2,"",,,,,,,,,,,,,,,,,,,,
d6-wurfelset-pearl-green,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/products/D6-Set-6-Pearl-Green-2.jpg?v=1702481618,3,"",,,,,,,,,,,,,,,,,,,,
d6-wurfelset-pearl-white-black,D6 Würfelset Pearl: White/Black,"<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Farbe:</strong> Weiß <br data-mce-fragment=""1""></p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Augenfarbe: </strong>Schwarz</p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1""><strong>Maße: </strong>16mm<br></span></p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Lieferumfang:</strong><span data-mce-fragment=""1""> </span>6 Würfel</p>
<p data-mce-fragment=""1""><strong>Hinweis:</strong> Farbverläufe können variieren!</p>",dice4friends,Toys & Games > Games > Dice Sets & Games,Würfel,"6 seitiger würfel, augenwuerfel, brettspiel, Brettspiele, d&d, D6 Augenwürfel, d6 Würfel, d6 Würfelset, d6-16mm-augen-set, das schwarze auge, das schwarze auge brettspiel, dice, dnd würfel, dnd würfel set, dnd würfelset, DSA, dungeons & dragons, dungeons & dragons einsteigerset, dungeons and dragons, dungeons und dragons, fantasy rollenspiel, Kniffel, Legespiel, Mensch Ärger Dich Nicht, mittelalter rollenspiel, pen & paper würfel, rollenspiel, rollenspiel brettspiel, rollenspiele games, rpg spiele, rpg würfel, spielwürfel, Vier Gewinnt, warhammer40k, Würfel, würfel d&d, würfel kaufen, würfelset, würfelset d&d, würfelset rollenspiele, würfelset warhammer, Zehntausend",true,Title,Default Title,,,,,,,,DIC37375,0.0,shopify,4,deny,manual,3.95,,true,true,'0092742373757,https://cdn.shopify.com/s/files/1/0659/7699/1958/products/D6-Set-6-Pearl-White-Black-3.jpg?v=1705511769,1,"",false,,"Die Würfel werden in einer hochwertigen und robusten Qualität hergestellt und zeichnen sich durch klare Kanten, einer farblich abgestimmten Zifferndarstellung und einer langlebigen, hervorragenden Bespielbarkeit aus.",,,,,,,,,,,,,,kg,,,active
d6-wurfelset-pearl-white-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/products/D6-Set-6-Pearl-White-Black-1_65dec37d-2141-455f-bea1-1bd795e29e2b.jpg?v=1705511769,2,"",,,,,,,,,,,,,,,,,,,,
d6-wurfelset-pearl-white-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/products/D6-Set-6-Pearl-White-Black-2_75238288-552a-4f52-aa11-92e407960a95.jpg?v=1705511769,3,"",,,,,,,,,,,,,,,,,,,,
d6-wurfelset-transparent-pink,D6 Würfelset Transparent: Pink,"<p><strong data-mce-fragment=""1"">Farbe:</strong> <span data-mce-fragment=""1"">Rosa</span>, transparent<strong> </strong><br></p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Augenfarbe:</strong><span data-mce-fragment=""1""> Weiß<br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1""><strong>Maße: </strong>16mm<br></span></p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Lieferumfang:</strong><span data-mce-fragment=""1""> </span>6 Würfel</p>",dice4friends,Toys & Games > Games > Dice Sets & Games,Würfel,"6 seitiger würfel, augenwuerfel, brettspiel, Brettspiele, d&d, D6 Augenwürfel, d6 Würfel, d6 Würfelset, d6-16mm-augen-set, das schwarze auge, das schwarze auge brettspiel, dice, dnd würfel, dnd würfel set, dnd würfelset, DSA, dungeons & dragons, dungeons & dragons einsteigerset, dungeons and dragons, dungeons und dragons, fantasy rollenspiel, Kniffel, Legespiel, Mensch Ärger Dich Nicht, mittelalter rollenspiel, pen & paper würfel, rollenspiel, rollenspiel brettspiel, rollenspiele games, rpg spiele, rpg würfel, spielwürfel, Vier Gewinnt, warhammer40k, Würfel, würfel d&d, würfel kaufen, würfelset, würfelset d&d, würfelset rollenspiele, würfelset warhammer, Zehntausend",true,Title,Default Title,,,,,,,,DIC70733,0.0,shopify,5,deny,manual,3.95,,true,true,'0824228707332,https://cdn.shopify.com/s/files/1/0659/7699/1958/products/D6-Set-6-Transparent-Pink-3.jpg?v=1705512239,1,"",false,,"Die Würfel werden in einer hochwertigen und robusten Qualität hergestellt und zeichnen sich durch klare Kanten, einer farblich abgestimmten Zifferndarstellung und einer langlebigen, hervorragenden Bespielbarkeit aus.",,,,,,,,,,,,,,kg,,,active
d6-wurfelset-transparent-pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/products/D6-Set-6-Transparent-Pink-1.jpg?v=1705512239,2,"",,,,,,,,,,,,,,,,,,,,
d6-wurfelset-transparent-pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/products/D6-Set-6-Transparent-Pink-2.jpg?v=1705512239,3,"",,,,,,,,,,,,,,,,,,,,
d6-wurfelset-transparent-black,D6 Würfelset Transparent: Black,"<p><strong data-mce-fragment=""1"">Farbe:</strong> <span data-mce-fragment=""1"">Schwarz</span>, transparent<strong> </strong></p>
<p><strong data-mce-fragment=""1"">Augenfarbe:</strong><span data-mce-fragment=""1""> Weiß<br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1""><strong>Maße: </strong>16mm<br></span></p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Lieferumfang:</strong><span data-mce-fragment=""1""> </span>6 Würfel</p>",dice4friends,Toys & Games > Games > Dice Sets & Games,Würfel,"6 seitiger würfel, augenwuerfel, brettspiel, Brettspiele, d&d, D6 Augenwürfel, d6 Würfel, d6 Würfelset, d6-16mm-augen-set, das schwarze auge, das schwarze auge brettspiel, dice, dnd würfel, dnd würfel set, dnd würfelset, DSA, dungeons & dragons, dungeons & dragons einsteigerset, dungeons and dragons, dungeons und dragons, fantasy rollenspiel, Kniffel, Legespiel, Mensch Ärger Dich Nicht, mittelalter rollenspiel, pen & paper würfel, rollenspiel, rollenspiel brettspiel, rollenspiele games, rpg spiele, rpg würfel, spielwürfel, Vier Gewinnt, warhammer40k, Würfel, würfel d&d, würfel kaufen, würfelset, würfelset d&d, würfelset rollenspiele, würfelset warhammer, Zehntausend",true,Title,Default Title,,,,,,,,DIC70732,0.0,shopify,10,deny,manual,3.95,,true,true,'0824228707325,https://cdn.shopify.com/s/files/1/0659/7699/1958/products/D6-Set-6-Transparent-Black-3.jpg?v=1705511943,1,"",false,,"Die Würfel werden in einer hochwertigen und robusten Qualität hergestellt und zeichnen sich durch klare Kanten, einer farblich abgestimmten Zifferndarstellung und einer langlebigen, hervorragenden Bespielbarkeit aus.",,,,,,,,,,,,,,kg,,,active
